"";"tweets";"value"
"6140";"won the Toss and Bowl First <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61> Batting and In and Out RCB <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E38>";0
"1440";"Friends they call at the perfect time";1
"525";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33> out Loud and Enjoy <U+2764><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64>";1
"4285";"It isn’t v It’s Kohli v Dhoni at Chinnaswamywhat could be the tonight Well watch out";0
"4846";"Thanks for your support for Hoping for the thrilli…";0
"7607";"Once again is back to the first position in Fair play awards also <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>";0
"3935";"Yeah you know what troublemakers those real estate brokers are";1
"767";"Trump is my hero";1
"871";"When I think of great presidents who had resistance from the other party stacked against them I think Jeez if o…";1
"7138";"Scored on Wish to win";0
"5395";"Its been a raining <U+2614> sixers So it is a time for What would be the target for";0
"802";"No we are not Take that back Right now It hurts our feelings Time to start pouting and to attack you online";1
"7599";"IPL Worst Buy this seasonIf others mention in comments";0
"2431";"But Huntsman’s a man Only the dames in this Administration get “confused”apparently";1
"5085";"Dhoni and Run out Wickets <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62> Beauty Beauty <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62> Orey The Beautiful <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E39>";0
"1990";"Create awareness Respect the boys who have to go through this <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"3641";"I tak puji pon";1
"3018";"Hey now Nazis use public transportation too";1
"319";"Saw a middleaged guy wearing an s style What A Magic top in public didnt realise was visiting Belfa…";1
"5556";"going very dangerous need wickets hereThen who will wicket taking bowler";0
"3726";"Some of the folks who liked this tweet clearly missed";1
"1411";"It’s ok they’re still figuring it out But just wait until this team finally figures it out <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E30>";1
"6013";"th Match MChinnaswamy Stadium Bengaluru Shane Watson Ambati Rayudu Suresh Raina Sa…";0
"2080";"Id rather her have Cheetos than a gun Way to go Louisiana";1
"2218";"Watching Its clear the analysts opinions are guided by the great injustice of Comeys acti…";1
"4613";"Bangalore reverberating with Mass";0
"4417";"Surprise promotion for on last wicket";0
"1295";"just like getting people to explain what they find wrong with";1
"1124";"Because folks like you and the rest of the GOP swamp have his back";1
"1022";"Words that go togetherBreadbutterChaisuttaBumrahnoballSonamkapoornoballBestfriendchutiyaYoudisappointm…";1
"1504";"Robert Covington is having a good ass game What an elite defender and great NBA player <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"4877";"Who will be the key batsman for tonight in amp";0
"257";"Sir I am offended your use of proper punctuation lack of all caps and out right regard for our figh…";1
"6368";"Kohlis take on Dhonis in Bengaluru tonight and we have and together on";0
"748";"Ban assault vans now Almost nobody needs a high capacity vehicle";1
"7453";"Today Cricket Prediction Who will win Royal Challengers Bangalore vs Chennai Super Kings th IPL Who Will Win …";0
"395";"Hey hi Im here to look pretty and insult your intelligence insert something insulting to your intelligence and hairflip here";1
"206";"Hey maybe next truck design make things a little harder to get to for basic maintenance Removing the entire freak…";1
"4511";"mother of all love in this season is den roaring for love you all amp the sport";0
"3342";"go f yourselfOh no my points are so defeated now How will I ever go oncloses channel Sorry defeated f…";1
"5610";"Looks like enjoys running around Chinnaswamy So cute";0
"6442";"in either case the stadium will have…";0
"3175";"I love the sheer number of legit Minecraft players that play with cheats enabled";1
"309";"Yes";1
"2390";"Great news for Trump and Americans I guess";1
"1625";"Even Capt America joins BJP Anti nationals will say fake";1
"4175";"I Hope Worst Love Song MadeEver by Indigenous Cymatics on";1
"1443";"Um real work Ill pass <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63>";1
"1638";"I am tweeting about my bike beeing stolen in the area and follows me";1
"3139";"Well DAMN I had NO idea";1
"3804";"Well Hillary may not actually EAT the children she may just kill and cook them for others consumptio…";1
"2712";"Im diggin the cave system idea gonna be some tunnel rats up in this mofo";1
"1266";"Verdad que confunde jaja <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E36> pero";1
"853";"I really need to remember to use the hashtag";1
"5923";"fans defence for fans prohibited from bringing yellow flagsscarves No flags allowed Chinnaswamy for…";0
"7294";"Indian Premier Leagueth match Royal Challengers Bangalore v Chennai Super Kings at Ben…";0
"6301";"Kohli has scores against CSK Thats most by any batsman against a single opposition MS Dhoni reserves his best…";0
"6850";"Proud to say that is the official AR partner for for For all the diehard fans of";0
"1176";"yeah thatll work out just great for yall";1
"4080";"I love Monday’s <U+263A><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+200D><U+2640><U+FE0F>";1
"4780";"<U+0BA4><U+0BBF><U+0BAE><U+0BC1><U+0B95> <U+0BB5> <U+0B8E><U+0BA9><U+0BCD><U+0BA9><U+0BA9><U+0BC1> <U+0BA8><U+0BBF><U+0BA9><U+0BC8><U+0B9A><U+0BCD><U+0B9A><U+0BC0><U+0B99><U+0BCD><U+0B95> <U+0B86><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0BB0> <U+0BAE><U+0BBE><U+0BA8><U+0BBF><U+0BB2> <U+0B95><U+0BBF><U+0BB0><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC6><U+0B9F><U+0BCD> <U+0B85><U+0BA3><U+0BBF> <U+0B9C><U+0BC6><U+0BAF><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BA9><U+0BC1><U+0BAE><U+0BCD><U+0BA9><U+0BC1> <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BCD><U+0BA8><U+0BBE><U+0B9F><U+0BCD><U+0B9F><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B89><U+0BB0><U+0BBF><U+0BAE><U+0BC8><U+0BAF><U+0BBE><U+0BA9> <U+0BA4><U+0BCB><U+0BB1><U+0BCD><U+0B95><U+0BA9><U+0BC1><U+0BAE><U+0BCD><U+0BA9><U+0BC1> <U+0BA8><U+0BBF>…";0
"3942";"Why did take the URL lyincomey before book came outBecause we all know that whatever…";1
"883";"Snapchat What’s that <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63>";1
"3378";"Yes Superman should have let Zod murder an innocent family What the hell Snyder";1
"2640";"Amazing savings on jerky";1
"5983";"No flags allowed in chinnaswamy how petty can they be";0
"2939";"Invitation QampA with Shalini Father FigureCome check out Shalinis site to see what questions shes cooked up for…";1
"2434";"ANTISEMITE <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61>";1
"2261";"Did anyone from Indian delegation asked her that she is woman how intelligent can she be";1
"3404";"Oh like its so difficult to go a day without sarcasm <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34> NEW TODAY";1
"2922";"Maybe they consider a nanometer distance as halal gap <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"3965";"writers are so original creative that every other headline is about a and I a…";1
"4610";"Chinna Thala <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>";0
"4724";"Mandeep has been the MOST Consistent performer for RCB Looking rd best batter in line up easily Doing very well…";0
"6709";"Today its a BIG game dum hai to aa one of the best game of historyBoth will try to…";0
"565";"But Ranveer and Deepika are baegoals Who is RanbirA serial woman cheater";1
"5201";"Yes ABD is goneYes Corry Anderson is goneBut RCB still have good batsmen left They should score atle…";0
"4852";"vs RCb";0
"5181";"have bowled wicket maidens in this inningsFifth team it has happened in Shardul Thakur and Dwayne…";0
"4648";"Who will win the game Target in overRetweet For winFavorite For Win…";0
"5703";"Oops It was vs for a while vs";0
"7757";"If anyone you know has an extra ticket for for tomorrows match at Bangalore kindly let me know";0
"7207";"kohli vs dhoni i support <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61> go beat";0
"585";"Well not all bad news Steve they HAVE managed to sponsor the White Helmets from the Jo Cox Fund";1
"5359";"Tahir you beauty Its a South African show tonight De Kock De Villiers but Tahir has the last laugh Thats ho…";0
"2437";"Dont they hate each other I mean Ive never seen th…";1
"218";"What is your superpowervia";1
"3710";"Brave and valiant warriors of their gods Showing their bravery and to a little weak vulnerable help…";1
"1400";"Wow that CCW sure came in handy";1
"7655";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";0
"2302";"Logic oh you hit me with shots before I even start shooting nope youre deadsuch a great gamereally…";1
"4111";"When you get a hug from someone Unknown FOLLOW SHARE AND TAG…";1
"3102";"The egg from Elm hatched and I got a Togepi What a surprise I named it coo because babies coo";1
"3974";"Waking up to no power plus seeing this makes this my favorite";1
"3000";"Too much winning";1
"972";"Algorithms get better and better at predicting things Maybe we should ditch governments and cede all dictatorship…";1
"4191";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E36><U+383C><U+3E31> Jeetega <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65> Believe me <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E61><U+383C><U+3E31> Shots";0
"7306";"Cricket TodayVIVO IPL Vs pmPSTOnLEMAR TVGEO SUPERWILLOW TVWATAN TV HDSUPER SPORTSCHANNEL Star Sports Network";0
"424";"Of course they are Bad for rapists murderers burglars etc Why would you want to stop those people";1
"4571";"<U+0BB0><U+0BA9><U+0BCD><U+0B95><U+0BB3><U+0BCD> <U+0B87><U+0BB2><U+0B95><U+0BCD><U+0B95><U+0BC8> <U+0BA8><U+0BBF><U+0BB0><U+0BCD><U+0BA3><U+0BAF><U+0BBF><U+0BA4><U+0BCD><U+0BA4><U+0BC1><U+0BB3><U+0BCD><U+0BB3><U+0BA4><U+0BC1> <U+0B87><U+0BA4><U+0BC8> <U+0B9A><U+0BC7><U+0BB8><U+0BBF><U+0B99><U+0BCD> <U+0B9A><U+0BC6><U+0BAF><U+0BCD><U+0BAF><U+0BC1><U+0BAE><U+0BBE> <U+0B95><U+0BBE><U+0BA3><U+0BC1><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BCD> <U+0BB8><U+0BCD><U+0B9F><U+0BBE><U+0BB0><U+0BCD> <U+0BB8><U+0BCD><U+0BAA><U+0BCB><U+0BB0><U+0BCD><U+0B9F><U+0BCD><U+0BB8><U+0BCD> <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BBF><U+0BB2><U+0BCD>";0
"6593";"Listen u r going to far from this subject They are banned bcz of bettin…";0
"6217";"won the toss and decided to bowl firstVery exciting match";0
"519";"Seems like a rational response";1
"6431";"ABD and pls be little careful against TODAY dont beat them black and blue…";0
"5820";"We want wickets Come on";0
"3350";"Yeahbut remember that time that umthat umnever mind if you disagree you don’t support the tro…";1
"6981";"Sir g aaj to pakka haregi";0
"4889";"AB de Villiers amp Quinton de Kock smashed fifties plus Mandeep Singhs blitz towards the death helped RCB get past…";0
"6025";"<U+0B9A><U+0BC7><U+0BAA><U+0BCD><U+0BAA><U+0BBE><U+0B95><U+0BCD><U+0B95><U+0BAE><U+0BCD> <U+0BB5><U+0BBE><U+0B9F><U+0BCD><U+0B9A><U+0BA9><U+0BCD><U+0B85><U+0BAE><U+0BCD><U+0BAA><U+0BA4><U+0BCD><U+0BA4><U+0BC2><U+0BB0><U+0BCD> <U+0BB0><U+0BBE><U+0BAF><U+0BC2><U+0B9F><U+0BC1><U+0B9A><U+0BC2><U+0BB3><U+0BC8><U+0BAE><U+0BC7><U+0B9F><U+0BC1> <U+0BB0><U+0BC6><U+0BAF><U+0BCD><U+0BA9><U+0BBE><U+0BAE><U+0BC8><U+0BB2><U+0BBE><U+0BAA><U+0BCD><U+0BAA><U+0BC2><U+0BB0><U+0BCD> <U+0BA4><U+0BCB><U+0BA9><U+0BBF><U+0B9A><U+0BCA><U+0BB3><U+0B95><U+0BCD><U+0B95><U+0BBE><U+0BB0><U+0BCD><U+0BAA><U+0BC7><U+0B9F><U+0BCD> <U+0BAA><U+0BBF><U+0BB2><U+0BCD><U+0BB2><U+0BBF><U+0B99><U+0BCD><U+0BB8><U+0BCD><U+0B9C><U+0BBE><U+0BAA><U+0BB0><U+0BCD><U+0B95><U+0BBE><U+0BA9><U+0BCD><U+0BAA><U+0BC7><U+0B9F><U+0BCD><U+0B9F> <U+0BAA><U+0BCD><U+0BB0><U+0BBE><U+0BB5><U+0BCB><U+0BB0><U+0BBE><U+0BAF>…";0
"857";"<U+091C><U+094D><U+092F><U+093E><U+0902><U+091A><U+0947> <U+0932><U+0917><U+094D><U+0928> <U+0939><U+094B><U+0924> <U+0928><U+093E><U+0939><U+0940> <U+0906><U+0939><U+0947><U+0924><U+094D><U+092F><U+093E><U+0902><U+091A><U+094D><U+092F><U+093E> <U+0915><U+0930><U+093F><U+0924><U+093E><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"5670";"Yes Definitely As by our Leader guidance this time will make hat trick";0
"7289";"Omg Aaj naks with mahiman<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>";0
"4807";"Ambati Rayudu will be Muthoots Most Trusted Player of the Match";0
"6619";"After two previous Match this goo…";0
"1502";"Whenever I feel troubled I say “Kamala” Just like when my insurance premiums jumped up I say…";1
"1008";"Reliving the worst day of the year over and over all night I didnt need sleep anyways I havent got work to do o…";1
"352";"With this and the dandruff brush off his suit all I can say is he’s such a “germophobe”";1
"6298";"CSK fans arent being allowed to carry CSK flags inside Bangalore stadium Clearly I wasnt expecting such crap from t…";0
"1844";"on point";1
"1785";"and some people with your mentality cannot perceive and take themselves too seriously I also dont…";1
"6977";"IPL Royal challengers Bangalore to Take on Chennai Super Kings at Chinnaswamy Stadium Today at PMWho is a…";0
"1510";"Wow Cardiff play some lovely football Top work Colin";1
"7564";"Here is my th entry trying out my cricket commentary skills Participating from…";0
"4184";"Appropriate";1
"3983";"Wow look at how far theyve come I sure am glad we invaded them";1
"7468";"<U+092E><U+0928><U+0939><U+0942><U+0938> <U+0909><U+0924><U+093E><U+0930> <U+0935><U+093E><U+0932><U+093E> <U+0939><U+0947><U+0932><U+092E><U+0947><U+091F> <U+092A><U+0939><U+0928><U+0928><U+093E> <U+0939><U+0940> <U+0939><U+0948> <U+0924><U+094B> <U+0915><U+093E> <U+092A><U+0939><U+0928> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E63>";0
"1962";"Thanks for your fiscal responsibility";1
"4707";"In the eyes of Tamil commentators every move and every catch of is phenomenal and everything done by opponent…";0
"2217";"Such a shame since Republicans treated Obama so well";1
"2722";"Wait but didn’t whore Daniels just say all press is good press So confused";1
"1213";"Do you even know who Nixon is";1
"1685";"What are you saying The nationalists paid the foreign newspapers to say agaist labour";1
"6418";"Hahaha Great stats This might come down to which team minimizes their losses while bowling at the d…";0
"4367";"<U+0915><U+0941><U+091B> <U+092D><U+0940> <U+0915><U+0930><U+094B> <U+0907><U+0938> <U+092A><U+0928><U+094C><U+0924><U+0940> <U+0915><U+093E> <U+0935><U+093E><U+0932><U+093E> <U+0939><U+0947><U+0932><U+092E><U+0947><U+091F> <U+0939><U+091F><U+0935><U+093E><U+0913> <U+0914><U+0930> <U+0907><U+0938><U+0947> <U+0915><U+093E> <U+0939><U+0947><U+0932><U+092E><U+0947><U+091F> <U+092A><U+0939><U+0928><U+093E><U+0913> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";0
"161";"When your eyebrows are on fleek but you say fuck it and just shave them off because they dont do shit Ice and The Fa…";1
"1273";"I take it that you are unfamiliar with…";1
"6950";"Yay yay just done it";0
"1942";"What exactly are little girls made of";1
"3734";"Cable iphone kepala charger samsung lg nak euwwwwMaaf abe pukul keliling";1
"1799";"Public service in its purest form";1
"6815";"Who will win today or <U+2764><U+FE0F> CSK amp for RCB";0
"6349";"Come on Final ko bohot din he but aisa lag rha he ki final aaj hi <U+0939><U+0947>";0
"4166";"hr mins on Bunyala Rd The sky looks nice though via";1
"1301";"Harper is evil and it’s still Harper’s party but all you ignorant followers of Harper can now join a party that doe…";1
"332";"Wow And did you know the Pope is Catholic";1
"3297";"thanks Paul Revere youve been…";1
"4046";"Wow the official Kesha followed me guys";1
"440";"Now that the gora sahib has himself demolished Audrey Truschkes citations we cant but accept that Audrey T…";1
"4441";"More like";0
"550";"I know What pisses you off most Thrivi…";1
